"show_id","title","director_id","release_year","duration"
"s5270","""Barbie Dolphin Magic""","d2435",2017,"64 min"
"s5271","""First They Killed My Father""","d208",2017,"137 min"
"s5272","""Strong Island""","d2634",2017,"108 min"
"s5274","""Ghost of the Mountains""","d4118",2017,"78 min"
"s5276","""Heroin(e)""","d154",2017,"40 min"
"s5277","""Jeff Dunham: Relative Disaster""","d3367",2017,"71 min"
"s5278","""#realityhigh""","d4315",2017,"99 min"
"s5280","""Fabrizio Copano: Solo pienso en mi""","d1519",2017,"60 min"
"s5282","""Joaquín Reyes: Una y no más""","d2601",2017,"78 min"
"s5283","""Carrie Pilby""","d2196",2016,"98 min"
"s5284","""Marc Maron: Too Real""","d4499",2017,"70 min"
"s5291","""Aakhri Adaalat""","d3555",1988,"148 min"
"s5292","""Alias JJ, la celebridad del mal""","d2415",2017,"54 min"
"s5293","""Berserk: The Golden Age Arc II - The Battle for Doldrey""","d2850",2012,"92 min"
"s5294","""Berserk: The Golden Age Arc III - The Advent""","d1743",2013,"107 min"
"s5295","""Brother's Shadow""","d1307",2006,"90 min"
"s5296","""Chadi Jawani Budhe Nu""","d3850",1976,"135 min"
"s5297","""Ek Jaan Hain Hum""","d4169",1983,"151 min"
"s5301","""Khoon Khoon""","d4196",1973,"132 min"
"s5303","""Little Evil""","d2556",2017,"95 min"
"s5304","""Manoranjan""","d2306",1974,"162 min"
"s5305","""Mujrim""","d4509",1989,"163 min"
"s5307","""Offline - Das leben ist kein bonuslevel""","d1089",2016,"89 min"
"s5308","""Resurface""","d2643",2017,"28 min"
"s5309","""Rocco""","d1178",2016,"103 min"
"s5310","""Sohni Mahiwal""","d2995",1984,"160 min"
"s5311","""The Distinguished Citizen""","d560",2016,"113 min"
"s5312","""The Guardian Brothers""","d2965",2016,"86 min"
"s5313","""The Last Shaman""","d1272",2016,"83 min"
"s5314","""The Lost Brother""","d1814",2017,"113 min"
"s5315","""Todo Sobre El Asado""","d2916",2016,"86 min"
"s5316","""Ryan Hamilton: Happy Face""","d610",2017,"57 min"
"s5317","""Buster's Mal Heart""","d2462",2016,"98 min"
"s5318","""Berlin Syndrome""","d4121",2017,"116 min"
"s5319","""Death Note""","d284",2017,"100 min"
"s5320","""Lynne Koplitz: Hormonal Beast""","d2929",2017,"51 min"
"s5323","""Undefeated""","d4397",2011,"113 min"
"s5324","""What Happened to Monday""","d1092",2017,"124 min"
"s5326","""Brad Paisley's Comedy Rodeo""","d817",2017,"63 min"
"s5327","""Colin Quinn: Unconstitutional""","d83",2015,"56 min"
"s5329","""The Outcasts""","d1921",2017,"94 min"
"s5330","""Chocolate City: Vegas Strip""","d3492",2017,"90 min"
"s5331","""Los Herederos""","d3145",2015,"71 min"
"s5332","""Naked""","d2094",2017,"97 min"
"s5333","""Demonic""","d176",2015,"83 min"
"s5334","""The Saint""","d2705",2017,"92 min"
"s5335","""Baahubali 2: The Conclusion (Hindi Version)""","d370",2017,"165 min"
"s5336","""Baahubali 2: The Conclusion (Malayalam Version)""","d1819",2017,"166 min"
"s5337","""Baahubali 2: The Conclusion (Tamil Version)""","d2102",2017,"166 min"
"s5338","""Baahubali: The Beginning (Hindi Version)""","d3491",2015,"159 min"
"s5339","""Baahubali: The Beginning (Malayalam Version)""","d1780",2015,"160 min"
"s5340","""Baahubali: The Beginning (Tamil Version)""","d1365",2015,"159 min"
"s5341","""LEGO Marvel Super Heroes: Avengers Reassembled!""","d4463",2015,"22 min"
"s5342","""Enter the Warriors Gate""","d3343",2016,"105 min"
"s5343","""Alan Saldaña: Mi vida de pobre""","d3677",2017,"54 min"
"s5344","""Icarus""","d2427",2017,"121 min"
"s5345","""Message from the King""","d73",2017,"103 min"
"s5347","""The Invisible Guardian""","d2963",2017,"129 min"
"s5352","""Handsome Devil""","d860",2016,"95 min"
"s5354","""Jessica Darling's It List""","d3857",2016,"80 min"
"s5358","""Maz Jobrani: Immigrant""","d4139",2017,"67 min"
"s5359","""Opening Night""","d2425",2016,"84 min"
"s5360","""Raising the Bar""","d1065",2016,"97 min"
"s5362","""The Blind Christ""","d2218",2016,"86 min"
"s5365","""Un plus une""","d4018",2015,"114 min"
"s5369","""The Incredible Jessica James""","d2260",2017,"84 min"
"s5370","""Joe Mande’s Award-Winning Comedy Special""","d3752",2017,"67 min"
"s5371","""I Called Him Morgan""","d2087",2016,"91 min"
"s5372","""Aditi Mittal: Things They Wouldn't Let Me Say""","d369",2017,"63 min"
"s5374","""Uncertain Glory""","d2805",2017,"116 min"
"s5375","""Amar""","d151",2017,"104 min"
"s5376","""Buddy Thunderstruck: The Maybe Pile""","d1135",2017,"14 min"
"s5377","""Chasing Coral""","d2785",2017,"89 min"
"s5378","""To the Bone""","d4165",2017,"108 min"
"s5379","""D.L. Hughley: Clear""","d2347",2014,"59 min"
"s5380","""Tom Segura: Completely Normal""","d2251",2014,"74 min"
"s5386","""Take Me""","d61",2017,"84 min"
"s5388","""10 jours en or""","d3011",2012,"97 min"
"s5390","""A 2nd Chance""","d3902",2011,"95 min"
"s5392","""Amrapali""","d1338",1966,"116 min"
"s5395","""Hans Teeuwen: Real Rancour""","d1185",2018,"86 min"
"s5397","""Lal Patthar""","d4427",1971,"153 min"
"s5399","""Liar's Dice""","d1552",2013,"104 min"
"s5401","""Professor""","d4434",1962,"163 min"
"s5403","""The Invisible Guest""","d1630",2016,"106 min"
"s5409","""Yaar Gaddar""","d1328",1994,"148 min"
"s5412","""Zipi & Zape y la Isla del Capitan""","d1527",2016,"105 min"
"s5416","""Okja""","d1674",2017,"121 min"
"s5417","""Chris D'Elia: Man on Fire""","d1362",2017,"66 min"
"s5418","""I Am Michael""","d1574",2015,"102 min"
"s5419","""Nobody Speak: Trials of the Free Press""","d2687",2017,"96 min"
"s5420","""You Get Me""","d4371",2017,"89 min"
"s5421","""Dangal""","d2367",2016,"161 min"
"s5424","""Puss in Book: Trapped in an Epic Tale""","d3758",2017,"24 min"
"s5425","""Rory Scovel Tries Stand-Up for the First Time""","d2435",2017,"66 min"
"s5427","""Counterpunch""","d1994",2017,"91 min"
"s5428","""What the Health""","d870",2017,"92 min"
"s5430","""Kanavu Variyam""","d1015",2017,"104 min"
"s5431","""Marco Luque: Tamo Junto""","d1912",2017,"73 min"
"s5432","""The Russian Revolution""","d603",2017,"47 min"
"s5433","""Oh, Hello On Broadway""","d3822",2017,"102 min"
"s5441","""Shimmer Lake""","d691",2017,"87 min"
"s5442","""The Wishing Tree""","d494",2017,"117 min"
"s5443","""Headshot""","d490",2016,"119 min"
"s5444","""1898: Our Last Men in the Philippines""","d2557",2016,"130 min"
"s5447","""Lucid Dream""","d4486",2017,"102 min"
"s5448","""Aashik Awara""","d295",1993,"154 min"
"s5449","""Amelia: A Tale of Two Sisters""","d4028",2017,"44 min"
"s5450","""Catfight""","d2844",2016,"96 min"
"s5451","""How to Stage a Coup""","d2913",2017,"47 min"
"s5452","""Jackie: A Tale of Two Sisters""","d1718",2017,"44 min"
"s5453","""Lens""","d2597",2015,"109 min"
"s5454","""Little Boxes""","d1874",2016,"89 min"
"s5455","""Love.com""","d3259",2017,"92 min"
"s5456","""Maya Memsaab""","d2818",1993,"122 min"
"s5457","""Michael Lost and Found""","d445",2017,"19 min"
"s5461","""Oh Darling Yeh Hai India""","d3642",1995,"154 min"
"s5462","""Prince""","d4459",1969,"152 min"
"s5463","""Qila""","d742",1998,"161 min"
"s5464","""Smoke & Mirrors""","d2042",2016,"123 min"
"s5467","""The Mitfords: A Tale of Two Sisters""","d680",2017,"44 min"
"s5468","""Without Gorky""","d2468",2011,"80 min"
"s5469","""Sarah Silverman A Speck of Dust""","d3698",2017,"71 min"
"s5470","""Rangoon""","d1359",2017,"153 min"
"s5472","""Joshua: Teenager vs. Superpower""","d63",2017,"79 min"
"s5473","""Raees""","d2560",2017,"143 min"
"s5474","""War Machine""","d3770",2017,"123 min"
"s5475","""Arès""","d4352",2016,"80 min"
"s5476","""Hasan Minhaj: Homecoming King""","d135",2017,"73 min"
"s5477","""BLAME!""","d3645",2017,"106 min"
"s5479","""Laerte-se""","d2136",2017,"101 min"
"s5481","""Tracy Morgan: Staying Alive""","d3279",2017,"59 min"
"s5482","""Chamatkar""","d823",1992,"164 min"
"s5483","""Kabhi Haan Kabhi Naa""","d3075",1994,"151 min"
"s5484","""Lovesong""","d2982",2016,"84 min"
"s5485","""Natascha Kampusch: The Whole Story""","d121",2010,"51 min"
"s5486","""Ram Jaane""","d1638",1995,"142 min"
"s5487","""The Devil's Mistress""","d925",2016,"110 min"
"s5488","""Wild Oats""","d645",2016,"86 min"
"s5490","""Get Me Roger Stone""","d2033",2017,"101 min"
"s5491","""Mindhorn""","d2762",2017,"88 min"
"s5492","""Sahara""","d2069",2017,"86 min"
"s5493","""Norm Macdonald: Hitler's Dog, Gossip & Trickery""","d242",2017,"61 min"
"s5494","""Handsome: A Netflix Mystery Movie""","d2669",2017,"81 min"
"s5496","""Simplemente Manu NNa""","d803",2017,"72 min"
"s5497","""The Mars Generation""","d4165",2017,"98 min"
"s5498","""Maria Bamford: Old Baby""","d196",2017,"64 min"
"s5499","""A Yellow Bird""","d2188",2016,"111 min"
"s5500","""Chaahat""","d3516",1996,"148 min"
"s5501","""English Babu Desi Mem""","d2331",1996,"163 min"
"s5502","""He Even Has Your Eyes""","d2360",2016,"95 min"
"s5503","""In the Shadow of Iris""","d3607",2016,"99 min"
"s5504","""JFK: The Making of a President""","d277",2017,"44 min"
"s5505","""Kiss & Cry""","d61",2017,"93 min"
"s5506","""Loev""","d3391",2015,"89 min"
"s5507","""Mostly Sunny""","d1914",2016,"83 min"
"s5508","""The Next Skin""","d3928",2016,"104 min"
"s5509","""Casting JonBenet""","d2592",2017,"81 min"
"s5512","""Rodney King""","d567",2017,"53 min"
"s5513","""Small Crimes""","d3936",2017,"95 min"
"s5516","""Dear Zindagi""","d1572",2016,"149 min"
"s5517","""Shepherds and Butchers""","d1201",2016,"106 min"
"s5518","""The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared""","d4410",2016,"108 min"
"s5519","""Vir Das: Abroad Understanding""","d2855",2017,"66 min"
"s5523","""Sand Castle""","d2896",2017,"113 min"
"s5525","""Tramps""","d1237",2017,"83 min"
"s5526","""Lucas Brothers: On Drugs""","d137",2017,"50 min"
"s5527","""Bibi & Tina""","d1030",2014,"97 min"
"s5528","""Bibi & Tina II""","d2157",2014,"105 min"
"s5529","""Bibi & Tina: Girls Versus Boys""","d2595",2016,"107 min"
"s5530","""Slam""","d662",2017,"99 min"
"s5531","""The Wedding Party""","d2473",2016,"101 min"
"s5532","""Arctic Heart""","d2678",2016,"81 min"
"s5533","""Our Lovers""","d2309",2016,"92 min"
"s5534","""Sandy Wexler""","d87",2017,"131 min"
"s5535","""Macho""","d2513",2016,"101 min"
"s5536","""Kevin Hart: What Now?""","d2943",2016,"96 min"
"s5537","""Frat Star""","d2774",2017,"85 min"
"s5540","""The Lighthouse of the Orcas""","d2505",2016,"110 min"
"s5541","""Win It All""","d3311",2017,"89 min"
"s5542","""Louis C.K. 2017""","d1701",2017,""
"s5544","""Couples Counseling""","d3671",2016,"88 min"
"s5545","""Deuces""","d2701",2016,"88 min"
"s5546","""Elaan""","d3630",1971,"143 min"
"s5547","""Five Nights in Maine""","d1648",2015,"83 min"
"s5548","""Killa""","d3319",2014,"107 min"
"s5549","""Life 2.0""","d3688",2010,"99 min"
"s5550","""Salaakhen""","d597",1975,"134 min"
"s5551","""Skins""","d485",2017,"78 min"
"s5552","""The Tenth Man""","d646",2016,"81 min"
"s5553","""Toro""","d3090",2016,"106 min"
"s5554","""Bridget Christie: Stand Up for Her""","d4385",2016,"51 min"
"s5557","""The Discovery""","d721",2017,"102 min"
"s5558","""Jo Koy: Live from Seattle""","d499",2017,"63 min"
"s5560","""Felipe Neto: My Life Makes No Sense""","d1674",2017,"91 min"
"s5561","""The C Word""","d3068",2016,"93 min"
"s5562","""The Most Hated Woman in America""","d115",2017,"93 min"
"s5565","""Best Worst Thing That Ever Could Have Happened""","d2980",2016,"97 min"
"s5566","""Deidra & Laney Rob a Train""","d1737",2017,"92 min"
"s5569","""Pandora""","d3612",2016,"137 min"
"s5571","""Howards End""","d2254",1992,"143 min"
"s5572","""Asoka""","d2295",2001,"168 min"
"s5573","""Bon Cop, Bad Cop""","d3631",2006,"117 min"
"s5574","""Notes on Blindness""","d147",2016,"87 min"
"s5575","""One 2 Ka 4""","d3983",2001,"160 min"
"s5577","""Jim Norton: Mouthful of Shame""","d3454",2017,"62 min"
"s5578","""100 Meters""","d4508",2016,"109 min"
"s5580","""Burning Sands""","d2411",2017,"102 min"
"s5582","""The Butterfly's Dream""","d137",2013,"118 min"
"s5583","""Amy Schumer: The Leather Special""","d3361",2017,"57 min"
"s5585","""Nila""","d3006",2016,"94 min"
"s5587","""Mike Birbiglia: Thank God for Jokes""","d3553",2017,"71 min"
"s5588","""Force 2""","d19",2016,"123 min"
"s5589","""Jonas""","d2243",2015,"97 min"
"s5590","""Operações Especiais""","d449",2015,"99 min"
"s5591","""I Don't Feel at Home in This World Anymore""","d1949",2017,"97 min"
"s5595","""Trevor Noah: Afraid of the Dark""","d946",2017,"67 min"
"s5596","""Boy Missing""","d4237",2016,"105 min"
"s5597","""Growing Up Wild""","d1921",2016,"78 min"
"s5598","""Tini: The New Life of Violetta""","d2978",2016,"99 min"
"s5600","""Rocky Handsome""","d4189",2016,"119 min"
"s5601","""A Heavy Heart""","d4016",2015,"109 min"
"s5603","""Rush: Beyond the Lighted Stage""","d239",2010,"107 min"
"s5605","""The Fury of a Patient Man""","d205",2016,"92 min"
"s5606","""The Memory of Water""","d2608",2015,"88 min"
"s5607","""Girlfriend's Day""","d4341",2017,"71 min"
"s5608","""Katherine Ryan: In Trouble""","d3389",2017,"64 min"
"s5611","""David Brent: Life on the Road""","d2973",2016,"97 min"
"s5612","""Grillo vs Grillo""","d4391",2017,"96 min"
"s5613","""Hitler - A Career""","d2688",1977,"150 min"
"s5614","""Michael Bolton's Big, Sexy Valentine's Day Special""","d4167",2017,"54 min"
"s5615","""Daniel Sosa: Sosafado""","d1349",2017,"78 min"
"s5616","""Imperial Dreams""","d4401",2014,"86 min"
"s5617","""Dilwale""","d817",2015,"154 min"
"s5618","""Happy New Year""","d821",2014,"179 min"
"s5619","""Haraamkhor""","d193",2015,"93 min"
"s5620","""Heroes Wanted""","d1777",2016,"97 min"
"s5621","""The Reconquest""","d3646",2016,"108 min"
"s5622","""Zapped""","d251",2014,"92 min"
"s5623","""Bill Burr: Walk Your Way Out""","d1789",2017,"78 min"
"s5624","""Semana Santa""","d3701",2015,"87 min"
"s5625","""Journey to Greenland""","d2464",2016,"99 min"
"s5626","""IBOY""","d1168",2017,"91 min"
"s5627","""O Silêncio do Céu""","d3894",2016,"102 min"
"s5628","""Cristela Alonzo: Lower Classy""","d1097",2017,"67 min"
"s5629","""Gad Gone Wild""","d2680",2017,"57 min"
"s5630","""Pink""","d1848",2016,"130 min"
"s5631","""Take the 10""","d3905",2017,"80 min"
"s5632","""Neal Brennan: 3 Mics""","d505",2017,"66 min"
"s5633","""Berlin Calling""","d1622",2008,"105 min"
"s5634","""Sarajevo""","d2473",2014,"98 min"
"s5635","""Stereo""","d2547",2014,"91 min"
"s5636","""We Are Young. We Are Strong.""","d1388",2014,"123 min"
"s5637","""Casablancas: The Man Who Loved Women""","d2995",2016,"82 min"
"s5638","""Clinical""","d3817",2017,"104 min"
"s5639","""Very Big Shot""","d718",2015,"109 min"
"s5640","""Jim Gaffigan: Cinco""","d3485",2017,"74 min"
"s5642","""Under the Shadow""","d4435",2016,"84 min"
"s5643","""Coin Heist""","d659",2017,"98 min"
"s5644","""LEGO: Marvel Super Heroes: Maximum Overload""","d4009",2013,"22 min"
"s5645","""Rampage: President Down""","d4525",2016,"100 min"
"s5646","""Marvel's Hulk: Where Monsters Dwell""","d4235",2016,"75 min"
"s5647","""Jen Kirkman: Just Keep Livin’?""","d3765",2017,"69 min"
"s5648","""Autohead""","d2990",2016,"97 min"
"s5649","""Bee Movie""","d2105",2007,"92 min"
"s5650","""Headwinds""","d1256",2011,"92 min"
"s5652","""Udta Punjab""","d2483",2016,"146 min"
"s5653","""Mr. Pig""","d384",2016,"97 min"
"s5657","""7:19""","d2608",2016,"93 min"
"s5658","""Garfunkel and Oates: Trying to be Special""","d194",2016,"62 min"
"s5660","""A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir""","d3808",2016,"22 min"
"s5661","""Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry""","d3720",2016,"88 min"
"s5662","""Barry""","d2582",2016,"105 min"
"s5664","""Sister Cities""","d2566",2016,"88 min"
"s5665","""3 Türken & ein Baby""","d2764",2015,"93 min"
"s5667","""Eddie - Strongman""","d2799",2015,"98 min"
"s5677","""Sand Storm""","d2340",2016,"88 min"
"s5679","""Ricardo O'Farrill: Abrazo navideño""","d3407",2016,"31 min"
"s5680","""Asperger's Are Us""","d732",2016,"83 min"
"s5682","""Mariah Carey's Merriest Christmas""","d2873",2015,"38 min"
"s5683","""Spectral""","d3121",2016,"108 min"
"s5686","""Other People""","d4178",2016,"97 min"
"s5688","""Blue Jay""","d2605",2016,"81 min"
"s5689","""One in a Billion""","d2383",2016,"70 min"
"s5690","""Reggie Watts: Spatial""","d532",2016,"62 min"
"s5692","""Mercenary""","d4317",2016,"99 min"
"s5694","""For the Love of Spock""","d635",2016,"112 min"
"s5695","""White Girl""","d1770",2016,"90 min"
"s5696","""#Rucker50""","d3805",2016,"56 min"
"s5697","""1000 Rupee Note""","d2371",2014,"89 min"
"s5698","""Across Grace Alley""","d3",2013,"24 min"
"s5699","""Asu Mare 2""","d206",2015,"100 min"
"s5702","""Interrogation""","d4136",2015,"116 min"
"s5703","""Rainbow Time""","d2622",2016,"92 min"
"s5705","""Richard Pryor: Live in Concert""","d2891",1979,"79 min"
"s5706","""The Violin Player""","d3194",2016,"72 min"
"s5707","""Beauties of the Night""","d2667",2016,"92 min"
"s5709","""Michael Che Matters""","d3307",2016,"61 min"
"s5710","""Mercy""","d898",2016,"88 min"
"s5711","""The Land of Cards""","d1086",2012,"113 min"
"s5712","""Carlos Ballarta: El amor es de putos""","d1280",2016,"67 min"
"s5713","""Donald Glover: Weirdo""","d671",2012,"65 min"
"s5714","""Colin Quinn: The New York Story""","d1506",2016,"62 min"
"s5715","""Divines""","d3576",2016,"107 min"
"s5718","""Dieter Nuhr: Nuhr in Berlin""","d1956",2016,"69 min"
"s5719","""Mumbai Cha Raja""","d250",2012,"77 min"
"s5720","""True Memoirs of an International Assassin""","d1893",2016,"98 min"
"s5722","""Kathleen Madigan: Bothering Jesus""","d3440",2016,"71 min"
"s5725","""Dana Carvey: Straight White Male, 60""","d1854",2016,"64 min"
"s5726","""The Ivory Game""","d2855",2016,"112 min"
"s5727","""A Grand Night In: The Story of Aardman""","d1504",2015,"59 min"
"s5734","""Norman Lear: Just Another Version of You""","d3386",2016,"91 min"
"s5735","""Santa Pac's Merry Berry Day""","d3572",2016,"44 min"
"s5736","""Spanish Affair 2""","d3793",2015,"107 min"
"s5737","""Pup Star""","d3427",2016,"92 min"
"s5738","""I Am the Pretty Thing That Lives in the House""","d44",2016,"89 min"
"s5739","""Into the Inferno""","d3613",2016,"107 min"
"s5740","""The African Doctor""","d2619",2016,"94 min"
"s5741","""They Are Everywhere""","d3164",2016,"110 min"
"s5743","""West Coast""","d1289",2016,"81 min"
"s5744","""7 años""","d2943",2016,"77 min"
"s5746","""Joe Rogan: Triggered""","d220",2016,"64 min"
"s5747","""A Mighty Team""","d1926",2016,"97 min"
"s5748","""Berserk: The Golden Age Arc I - The Egg of the King""","d2973",2012,"77 min"
"s5749","""Bleach The Movie: Fade to Black""","d3514",2008,"94 min"
"s5750","""Bleach the Movie: Hell Verse""","d2449",2010,"94 min"
"s5751","""Blind Date""","d3472",2015,"91 min"
"s5755","""Sky Ladder: The Art of Cai Guo-Qiang""","d2775",2016,"80 min"
"s5756","""Mascots""","d991",2016,"95 min"
"s5757","""Justin Timberlake + the Tennessee Kids""","d2947",2016,"90 min"
"s5758","""13TH""","d1813",2016,"101 min"
"s5759","""Russell Peters: Almost Famous""","d804",2016,"73 min"
"s5761","""The Siege of Jadotville""","d490",2016,"108 min"
"s5762","""LEGO Jurassic World: The Indominus Escape""","d3557",2016,"25 min"
"s5765","""Bombshell""","d1494",2016,"86 min"
"s5766","""Chatô: The King of Brazil""","d3646",2015,"105 min"
"s5768","""Harud""","d2892",2010,"100 min"
"s5771","""Much Ado About Nothing""","d1706",2016,"96 min"
"s5773","""My Big Night""","d3517",2015,"97 min"
"s5774","""My Little Pony Equestria Girls: Legend of Everfree""","d3341",2016,"73 min"
"s5776","""Pac's Scary Halloween""","d54",2016,"44 min"
"s5777","""Riphagen - The Untouchable""","d2576",2016,"132 min"
"s5779","""Umrika""","d3592",2015,"96 min"
